time,NasalFlow_cmH2O,SpO2_pct,Activity_gps,PosAngle_deg,AudioVolume_dB,cRIP_Flow
4611.0,-0.0010636666666666668,91.938682,0.073706,-77.44162,77.442139,2.7924528301886793e-06
4626.9,1.35660377358494e-05,90.86704,0.065161,-77.563696,79.273277,-1.7421383647798739e-06
4642.8,-0.0010967987421383644,90.861716,0.067602,-77.563696,78.449265,1.182389937106918e-06
4658.7,-0.007066698113207547,91.939772,0.065161,-77.624734,78.87653,4.421383647798743e-06
4674.6,0.006398106918238993,92.086832,0.064855,-77.655253,77.960961,-4.188679245283019e-06
4690.5,-0.0018261635220125784,91.891392,0.090491,-77.685772,80.524555,2.911949685534591e-06
4706.4,0.00306648427672956,91.859301,0.063329,-77.594215,79.639505,-6.289308176100629e-07
4722.3,-0.0043934402515723265,91.954251,0.070959,-77.594215,82.019984,3.459119496855346e-06
4738.2,0.0014948176100628935,90.919721,0.070349,-77.655253,81.379086,-2.452830188679242e-07
4754.1,0.005166798742138365,91.822502,0.063329,-77.685772,80.738187,-3.308176100628931e-06
4770.0,-0.0022283270440251568,91.836462,0.062719,-77.716291,78.327189,1.9245283018867927e-06
4785.9,-0.002144767295597484,91.850618,0.080115,-77.685772,78.083037,2.1446540880503145e-06
4801.8,0.002369446540880503,92.993556,0.062414,-77.655253,77.777848,-1.716981132075472e-06
4817.7,-0.009712471698113208,91.874969,0.074927,-77.716291,77.228506,5.591194968553459e-06
4833.6,0.003946119496855346,91.85837,0.05631,-77.685772,77.167468,-6.352201257861637e-07
4849.5,0.005639943396226415,92.11432,0.062109,-77.74681,78.052518,-3.5031446540880507e-06
4865.4,-0.0022980628930817613,91.808911,0.082251,-77.685772,80.738187,4.2515723270440256e-06
4881.3,0.00319551572327044,91.835925,0.064245,-77.685772,78.968087,-2.8490566037735852e-06
4897.2,0.0006344905660377354,91.837896,0.076453,-77.716291,78.021999,5.911949685534592e-07
4913.1,-0.0007551635220125788,91.792217,0.074316,-77.655253,86.841981,2.389937106918239e-07
4929.0,-0.0023922138364779874,91.883262,0.064855,-77.685772,86.231601,4.333333333333333e-06
4944.9,0.0052135345911949686,91.840069,0.088355,-77.716291,79.883656,-4.012578616352201e-06
4960.8,-0.0007956352201257869,90.796006,0.077673,-77.838366,91.511383,7.484276729559744e-07
4976.7,-0.0046334591194968555,90.806611,0.079199,-77.685772,81.592718,4.515723270440252e-06
4992.6,-0.00014603144654088,91.851497,0.07218,-77.777329,78.144075,-6.540880503144655e-07
5008.5,0.0025914213836477984,90.570344,0.066076,-77.777329,80.64663,-2.2264150943396224e-06
5024.4,0.0004375094339622646,91.274693,0.057226,-77.777329,80.005732,9.433962264150942e-07
5040.3,0.0004430817610062892,92.843038,0.097206,-77.74681,79.883656,2.3899371069182365e-07
5056.2,-0.003830465408805032,92.835297,0.075842,-77.74681,80.280403,3.867924528301887e-06
5072.1,0.003798358490566038,93.001419,0.062109,-77.777329,78.60186,-2.943396226415094e-06
5088.0,-0.0005418805031446543,93.001419,0.067907,-77.74681,78.632379,1.8867924528301889e-06
5103.9,-0.001650993710691824,93.001419,0.066992,-77.685772,77.655772,2.408805031446541e-06
5119.8,0.0024867106918238994,92.939177,0.076758,-77.777329,80.402479,-3.6289308176100623e-06
5135.7,0.0014611823899371072,91.905547,0.069433,-77.74681,81.073896,1.716981132075472e-06
5151.6,-0.004874698113207547,92.961981,0.060278,-77.716291,78.052518,2.6415094339622644e-06
5167.5,0.001266654088050314,92.841308,0.067907,-77.655253,77.533696,1.5911949685534592e-06
5183.4,0.002698616352201258,92.862566,0.074621,-77.74681,77.655772,-1.5974842767295597e-06
5199.3,0.00035207547169811295,91.893478,0.077063,-77.777329,79.731061,-9.119496855345913e-07
5215.2,-0.0020013962264150945,91.854725,0.062719,-77.74681,76.862279,3.2893081761006292e-06
5231.1,0.0004599119496855343,91.900954,0.064855,-77.777329,79.18172,2.955974842767295e-07
5247.0,-0.0007700566037735852,91.855395,0.082251,-77.716291,78.632379,9.119496855345912e-07
5262.9,-0.0017843962264150943,92.837591,0.067907,-77.74681,80.097289,1.4591194968553457e-06
5278.8,-0.00018155974842767324,91.853687,0.065161,-77.716291,83.149186,8.930817610062892e-07
5294.7,-0.0016871257861635217,91.739627,0.063024,-77.716291,88.184815,5.408805031446542e-07
5310.6,0.004678062893081761,91.740176,0.062109,-77.716291,83.210224,-1.4968553459119497e-06
5326.5,-0.0011771698113207543,91.830947,0.07279,-77.777329,84.339425,-2.389937106918238e-07
5342.4,-0.0022949748427672956,92.998788,0.06455,-77.74681,82.294655,3.2893081761006292e-06
5358.3,0.0016587798742138363,92.955555,0.08805,-77.777329,85.468627,-2.327044025157233e-07
5374.2,0.004237880503144654,92.991162,0.065466,-77.716291,87.879626,-3.0628930817610063e-06
5390.1,0.0005310188679245283,91.724187,0.069433,-77.716291,88.276372,3.5220125786163484e-07
5406.0,-0.005523050314465409,91.908694,0.058752,-77.716291,88.062739,4.9308176100628935e-06
5421.9,0.0014611383647798743,92.139076,0.06394,-77.807848,89.558169,-4.2767295597484296e-07
5437.8,0.002116383647798742,93.001419,0.057531,-77.716291,91.389307,-1.754716981132075e-06
5453.7,-0.0025331509433962262,93.001419,0.066992,-77.777329,89.283498,2.2955974842767298e-06
5469.6,0.0003458301886792453,93.001419,0.07157,-77.777329,90.473738,8.679245283018869e-07
5485.5,0.0014561509433962264,92.907514,0.059972,-77.777329,89.588688,-2.4905660377358487e-06
5501.4,-0.005607867924528302,91.856982,0.062414,-77.716291,86.964057,4.471698113207548e-06
5517.3,0.0019574402515723267,92.777137,0.067602,-77.807848,88.886752,3.5849056603773544e-07
5533.2,0.001504150943396226,91.826881,0.088355,-77.777329,87.45236,-2.477987421383648e-06
5549.1,-0.0008012264150943406,91.706141,0.078284,-77.838366,80.860263,1.0062893081761009e-06
5565.0,0.002469251572327044,92.152169,0.071264,-77.807848,81.25701,2.389937106918238e-07
5580.9,0.002773477987421384,92.917881,0.077979,-77.838366,85.68226,-1.1069182389937105e-06
5596.8,-0.00951677358490566,92.912634,0.061498,-77.777329,85.773817,5.918238993710691e-06
5612.7,0.005480993710691824,92.773124,0.053563,-77.868885,81.714794,-3.924528301886792e-06
5628.6,8.522012578616452e-06,92.931241,0.063635,-77.807848,89.252979,2.3396226415094334e-06
5644.5,-0.0017569371069182387,91.857151,0.074011,-77.807848,84.522539,3.899371069182388e-07
5660.4,0.0032285911949685533,92.26656,0.082862,-77.868885,83.698527,4.2138364779874214e-07
5676.3,-0.0008180943396226415,93.000181,0.093543,-77.868885,84.858248,-1.540880503144654e-06
5692.2,0.0012816289308176102,91.866157,0.067297,-77.899404,79.670023,1.836477987421384e-06
5708.1,-0.008625842767295597,91.990222,0.063024,-77.838366,83.576451,3.025157232704402e-06
5724.0,0.008141798742138365,91.82754,0.056005,-77.929923,80.95182,-3.5345911949685534e-06
5739.9,0.0006126603773584904,92.764984,0.060583,-77.868885,79.059644,1.4465408805031445e-06
5755.8,-0.006851610062893081,91.853818,0.066687,-77.960442,84.125793,3.572327044025157e-06
5771.7,0.005834503144654088,91.893897,0.08042,-77.899404,79.242758,-3.2704402515723275e-07
5787.6,0.0020558993710691827,92.851414,0.099037,-78.02148,80.097289,-3.0188679245283018e-06
5803.5,-0.0005194402515723272,92.827479,0.078894,-77.899404,81.928427,4.691823899371069e-06
5819.4,0.0030926666666666663,92.73101,0.080115,-77.899404,85.468627,-1.0440251572327045e-06
5835.3,-0.00018968553459119527,91.622363,0.060278,-77.929923,83.851122,-6.163522012578616e-07
5851.2,-0.0009939308176100628,91.851037,0.061193,-77.960442,84.919286,2.1635220125786166e-06
5867.1,0.0013832201257861633,92.076863,0.075842,-77.960442,84.095274,-2.327044025157233e-07
5883.0,0.0007529245283018867,92.953601,0.066687,-77.929923,86.841981,-1.540880503144654e-06
5898.9,-0.002075547169811321,91.87526,0.058752,-77.960442,88.459486,1.962264150943396e-06
5914.8,-0.002062459119496855,92.965158,0.086524,-77.960442,86.658867,2.6540880503144654e-06
5930.7,0.004097566037735849,91.962269,0.077368,-77.960442,88.6426,-1.1257861635220126e-06
5946.6,0.0019025220125786161,91.857151,0.067602,-77.960442,88.245853,-9.874213836477988e-07
5962.5,-0.009741150943396226,92.931198,0.069128,-77.960442,87.910145,5.364779874213836e-06
5978.4,0.003952383647798742,92.769509,0.077063,-77.960442,87.849107,-5.471698113207548e-07
5994.3,0.0051711635220125785,92.809647,0.095069,-77.899404,91.847091,-3.6603773584905663e-06
6010.2,-0.000609245283018868,92.976203,0.070654,-77.899404,91.786053,4.654088050314468e-07
6026.1,-0.0001834276729559745,92.012526,0.059667,-77.929923,89.649726,1.364779874213837e-06
6042.0,-0.0022494716981132077,92.894703,0.079505,-77.899404,90.4127,1.4591194968553457e-06
6057.9,-0.004049899371069182,91.84533,0.069738,-77.899404,90.4127,2.540880503144654e-06
6073.8,0.0006351069182389936,91.836996,0.065771,-77.960442,92.854217,7.358490566037737e-07
6089.7,0.005362566037735849,92.670258,0.064855,-77.960442,88.795195,-3.509433962264151e-06
6105.6,-0.0008648427672955978,92.736066,0.062109,-77.960442,94.25809,6.16352201257862e-07
6121.5,-0.0021347295597484283,91.83076,0.099647,-77.960442,88.978309,-7.421383647798747e-07
6137.4,-0.033206924528301894,91.808756,0.178386,-83.911641,82.172579,4.5911949685534554e-07
6153.3,0.03863732704402516,91.805559,0.058141,-84.430463,74.848027,-2.704402515723276e-07
6169.2,-0.009625201257861636,92.094532,0.077063,-84.460982,69.263056,6.144654088050315e-06
6185.1,0.0033494968553459113,92.765498,0.070654,-84.796691,73.169483,-1.2830188679245284e-06
6201.0,-0.01932137106918239,93.063303,0.0557,-84.979805,66.119602,4.270440251572327e-06
6216.9,0.01881361635220126,91.8666,0.057226,-85.040843,72.253914,-4.207547169811321e-06
6232.8,-0.0001366981132075473,91.903628,0.057836,-85.101881,72.68118,1.6855345911949686e-06
6248.7,0.007509628930817608,91.879395,0.052037,-85.162919,72.406509,-1.8553459119496853e-06
6264.6,-0.013219855345911951,91.75512,0.061804,-85.223957,75.855153,4.037735849056604e-06
6280.5,-0.011147031446540879,92.869242,0.080115,-85.315513,75.977228,1.830188679245283e-06
6296.4,0.015593006289308178,90.77955,0.057531,-85.284995,78.266151,-3.1006289308176097e-06
6312.3,-0.007511786163522013,91.847787,0.050511,-85.40707,77.259025,2.8176100628930813e-06
6328.2,0.02457467295597484,92.89856,0.069433,-85.468108,74.115571,-4.440251572327043e-06
6344.1,-0.015505389937106918,91.725692,0.067907,-85.498627,75.458406,3.251572327044025e-06
6360.0,-0.006967566037735849,91.857949,0.067602,-85.529146,76.709684,1.2515723270440255e-06
6375.9,0.005507792452830189,92.079569,0.06455,-85.651222,76.587608,-5.031446540880502e-07
6391.8,-0.0015269371069182391,92.821605,0.087745,-85.651222,78.723936,1.4528301886792454e-06
6407.7,0.0011014213836477982,91.800679,0.061804,-85.590184,78.784973,6.666666666666663e-07
6423.6,0.00046738993710691856,91.841693,0.058446,-85.681741,78.60186,1.062893081761006e-06
6439.5,-0.0029377358490566036,91.888665,0.053563,-85.651222,77.10643,7.106918238993709e-07
6455.4,0.01249266037735849,91.837049,0.059667,-85.559665,78.29667,-2.3773584905660377e-06
6471.3,-0.010661383647798742,91.826789,0.062414,-85.681741,79.212239,2.427672955974843e-06
6487.2,-0.0020786226415094337,92.067553,0.059057,-85.773298,78.388227,2.874213836477987e-06
6503.1,0.005260974842767295,91.784126,0.074011,-85.529146,78.479784,-1.3144654088050313e-06
6519.0,-0.001371056603773585,91.943948,0.058752,-85.590184,77.808366,-3.2704402515723275e-07
6534.9,-0.001027578616352201,92.102847,0.06455,-85.620703,78.29667,1.6981132075471698e-06
6550.8,0.00511945283018868,91.876018,0.073706,-85.71226,82.050503,-2.257861635220126e-06
6566.7,-0.00947248427672956,91.724585,0.069433,-85.834336,79.517429,1.5157232704402518e-06
6582.6,-0.004483220125786163,92.943499,0.056005,-85.773298,77.747329,4.4339622641509435e-06
6598.5,0.011012647798742137,92.087905,0.057531,-85.864855,82.172579,-3.7924528301886794e-06
6614.4,-0.012794062893081761,92.912869,0.097206,-85.773298,79.547948,5.264150943396226e-06
6630.3,0.01423764779874214,91.854918,0.088355,-85.956412,79.578467,-4.679245283018868e-06
6646.2,-0.008546125786163521,92.961983,0.056005,-85.864855,79.242758,3.421383647798742e-06
6662.1,0.00027353459119496833,92.887252,0.059057,-85.864855,78.083037,1.069182389937109e-07
6678.0,0.004148169811320755,91.718022,0.059362,-85.895374,81.531681,-1.088050314465409e-06
6693.9,0.0011799811320754709,92.978562,0.062109,-85.803817,87.055614,4.528301886792452e-07
6709.8,-0.004741333333333334,92.143399,0.061498,-85.895374,84.79721,2.459119496855346e-06
6725.7,0.005813327044025157,91.892673,0.074927,-86.01745,84.614096,-1.138364779874214e-06
6741.6,-0.00856417610062893,91.856881,0.056005,-86.01745,85.651741,2.5094339622641504e-06
6757.5,0.00756696855345912,91.936399,0.062719,-86.078488,86.384196,-3.0314465408805036e-06
6773.4,-0.009900754716981132,91.905547,0.062109,-85.986931,86.841981,5.138364779874214e-06
6789.3,-0.001239522012578616,92.928392,0.10514,-86.01745,91.236712,8.113207547169811e-07
6805.2,0.009075012578616351,91.834758,0.068823,-85.864855,87.208208,-4.081761006289308e-06
6821.1,-0.014447433962264151,91.902913,0.062109,-85.803817,85.68226,5.9937106918238994e-06
6837.0,0.011563188679245284,91.835037,0.063635,-85.925893,87.910145,-1.672955974842767e-06
6852.9,0.0018533270440251573,91.834434,0.052648,-85.956412,89.436093,-2.3270440251572324e-06
6868.8,-0.004632188679245282,92.838538,0.06394,-85.956412,85.254995,3.213836477987421e-06
6884.7,0.001602025157232704,92.549661,0.071875,-85.956412,87.75755,3.7106918238993707e-07
6900.6,-0.005230094339622643,92.915922,0.073096,-85.956412,90.015953,1.5345911949685535e-06
6916.5,0.007548924528301888,92.91443,0.070959,-86.047969,86.140045,-2.5974842767295595e-06
6932.4,-0.007384025157232704,93.001419,0.0557,-85.986931,87.025095,3.3018867924528306e-06
6948.3,0.00015072327044025132,92.917485,0.071875,-85.986931,86.597829,1.2767295597484275e-06
6964.2,0.007445421383647798,92.00902,0.074011,-86.109007,87.727031,-3.081761006289308e-06
6980.1,-0.010623943396226417,92.947667,0.068212,-86.139526,86.323158,3.352201257861635e-06
6996.0,0.011285106918238993,91.806163,0.08042,-86.170045,86.292639,-2.9245283018867924e-06
7011.9,-0.008011798742138365,92.993672,0.059667,-86.200564,85.743298,2.830188679245283e-06
7027.8,0.006557672955974844,92.997002,0.060888,-86.261601,87.116652,-1.949685534591198e-07
7043.7,0.002080880503144655,91.911268,0.064245,-85.956412,85.68226,-1.1949685534591195e-07
7059.6,-0.00725433962264151,91.864913,0.068212,-85.925893,81.104415,2.1949685534591197e-06
7075.5,0.0012872075471698115,93.297193,0.06455,-86.01745,87.604955,1.4150943396226415e-06
7091.4,0.0074615911949685535,91.786414,0.052037,-86.047969,88.673119,-1.238993710691824e-06
7107.3,-0.004601,91.741962,0.062414,-86.078488,84.949805,1.9245283018867927e-06
7123.2,0.004264088050314465,92.813845,0.059972,-86.139526,89.588688,-1.2075471698113212e-06
7139.1,-0.020836905660377356,92.299196,0.150309,-86.383677,81.134934,4.157232704402515e-06
7155.0,0.020511144654088053,91.681064,0.07157,-86.780424,75.488925,-4.251572327044024e-06
7170.9,-0.002434654088050314,91.898229,0.052037,-86.841462,83.759565,3.3207547169811323e-06
7186.8,0.004446138364779874,91.821841,0.052953,-87.207689,90.687371,-2.30188679245283e-06
7202.7,-0.005337918238993711,92.840232,0.061193,-87.268727,80.188846,1.6477987421383645e-06
7218.6,0.0009499874213836479,92.819704,0.062109,-87.238208,80.677149,1.5534591194968556e-06
7234.5,0.0021449999999999998,92.827229,0.070349,-87.299246,80.06677,3.0188679245283024e-07
7250.4,-0.009147654088050315,92.740395,0.08805,-87.299246,80.127808,3.2767295597484274e-06
7266.3,0.010268899371069182,91.724237,0.068518,-87.329765,81.592718,-4.584905660377359e-06
7282.2,0.004376918238993711,92.863458,0.077673,-87.360284,82.172579,7.798742138364781e-07
7298.1,-0.0036440440251572347,91.870423,0.376759,-84.857729,83.393338,1.9999999999999995e-06
7314.0,-0.003356672955974843,91.81059,0.066381,-84.705134,77.99148,1.5094339622641509e-06
7329.9,0.00720037106918239,92.284737,0.058752,-84.82721,80.95182,7.421383647798742e-07
7345.8,-0.00774748427672956,91.821015,0.05692,-84.857729,77.625253,1.3584905660377358e-06
7361.7,0.004573924528301886,92.600473,0.05631,-84.857729,77.197987,-1.0628930817610062e-06
7377.6,-0.002139132075471698,92.760822,0.079199,-84.979805,79.059644,7.358490566037735e-07
7393.5,-0.003293106918238992,92.851503,0.050206,-84.918767,79.670023,1.4716981132075469e-06
7409.4,0.007695452830188678,91.700698,0.059972,-84.979805,79.090163,-1.830188679245283e-06
7425.3,-0.0005606037735849051,92.8591,0.060278,-85.040843,81.684275,2e-06
7441.2,5.0327044025156636e-05,91.78734,0.071264,-85.1324,80.158327,-4.905660377358491e-07
7457.1,0.0010746415094339623,92.819432,0.070349,-85.223957,79.364834,6.289308176100707e-09
7473.0,0.00029161635220125787,91.867225,0.057836,-85.162919,79.364834,6.918238993710692e-08
7488.9,-0.006918276729559749,91.836933,0.069433,-85.101881,81.043377,3.79874213836478e-06
7504.8,0.002926786163522012,92.869488,0.051122,-85.101881,80.310922,-1.3584905660377362e-06
7520.7,-0.004013132075471698,91.792596,0.070044,-85.101881,77.655772,2.5220125786163523e-06
7536.6,-0.010847138364779874,91.849748,0.542782,-84.82721,82.508287,8.867924528301887e-07
7552.5,0.008842578616352202,91.728583,0.100257,-76.648127,74.207128,-3.1823899371069185e-06
7568.4,-0.010144534591194968,92.872695,0.101478,-76.25138,76.740203,5.320754716981132e-06
7584.3,0.014789358490566038,93.19977,0.065466,-76.098785,77.320063,-4.823899371069183e-06
7600.2,-0.016147509433962266,93.859837,0.079505,-75.824115,72.742218,7.28930817610063e-06
7616.1,0.015935817610062894,93.857729,0.066687,-75.976709,77.320063,-7.113207547169812e-06
7632.0,-0.004245691823899371,92.873172,0.093848,-75.885153,69.812397,3.4968553459119496e-06
7647.9,-0.001419679245283019,92.734795,0.08805,-75.641001,58.947645,2.339622641509434e-06
7663.8,-0.002641610062893082,93.467198,0.080115,-75.854634,71.124713,-8.176100628930837e-08
7679.7,0.001955509433962264,90.883991,0.096595,-75.579963,67.492956,1.647798742138365e-06
7695.6,0.005853798742138365,90.832313,0.075537,-75.67152,67.889702,-3.2264150943396226e-06
7711.5,0.0020428050314465407,91.808701,0.093238,-75.641001,59.619062,2.515723270440252e-08
7727.4,1.728301886792451e-05,90.826073,0.081946,-75.67152,59.710619,4.4025157232704405e-07
7743.3,-0.006397094339622642,91.173127,0.071875,-75.641001,59.954771,3.4025157232704403e-06
7759.2,0.005713559748427673,91.840946,0.076758,-75.641001,67.126728,-1.7421383647798743e-06
7775.1,-0.007972515723270441,90.829593,0.105446,-75.457887,67.767626,4.037735849056604e-06
7791.0,0.00287322641509434,91.870601,0.11979,-75.518925,69.446169,-1.8238993710691858e-07
7806.9,0.0015721132075471695,91.837398,0.068518,-75.427368,67.767626,-4.33962264150943e-07
7822.8,-0.0016210503144654085,90.839117,0.080115,-75.427368,67.401399,1.2955974842767294e-06
7838.7,0.006447345911949686,91.946556,0.097816,-75.396849,67.462437,-2.062893081761006e-06
7854.6,0.0005366163522012568,91.18559,0.074316,-75.427368,66.821538,-5.0314465408805016e-08
7870.5,-0.004629094339622642,91.874301,0.082251,-75.244254,59.924252,2.30188679245283e-06
7886.4,-0.001864849056603774,91.911908,0.100563,-75.36633,59.893733,1.716981132075472e-06
7902.3,-0.0052325597484276735,91.802507,0.086524,-75.36633,64.471578,2.345911949685534e-06
7918.2,0.004737874213836478,91.843305,0.110023,-75.36633,65.112476,-8.930817610062892e-07
7934.1,-0.00031561635220125824,92.079615,0.076453,-75.427368,67.431918,7.358490566037735e-07
7950.0,0.00403088679245283,91.86363,0.082862,-75.427368,63.708604,-1.8301886792452831e-06
7965.9,-0.011799113207547169,91.872321,0.077673,-75.427368,68.103335,4.69811320754717e-06
7981.8,0.011295088050314464,91.841791,0.08042,-75.396849,68.011778,-4.352201257861635e-06
7997.7,0.0006930817610062896,91.603412,0.090186,-75.36633,70.056549,5.031446540880507e-08
8013.6,-0.005612880503144653,92.853351,0.103309,-75.274773,75.580482,3.5283018867924527e-06
8029.5,-0.0012669811320754714,92.211309,0.075537,-75.305292,75.733077,1.031446540880503e-06
8045.4,0.0015459371069182393,92.837257,0.090186,-75.335811,72.314952,-1.446540880503145e-07
8061.3,-0.008297320754716982,93.981803,0.090186,-75.396849,71.277308,3.60377358490566e-06
8077.2,0.009157377358490567,94.001434,0.083167,-75.274773,78.907049,-2.5660377358490568e-06
8093.1,0.0047746415094339625,93.838443,0.079505,-75.305292,72.894813,-2.150943396226415e-06
8109.0,-0.007036113207547169,93.845132,0.076758,-75.244254,62.731997,3.572327044025157e-06
8124.9,-0.0006210754716981131,92.82452,0.077673,-75.36633,67.64555,1.3270440251572325e-06
8140.8,0.007432364779874215,92.917997,0.08103,-75.305292,78.144075,-3.6666666666666666e-06
8156.7,-0.005645270440251572,92.695623,0.12925,-75.244254,71.002637,3.4528301886792455e-06
8172.6,-0.003927119496855346,93.858748,0.111244,-75.213735,73.169483,2.0440251572327044e-06
8188.5,0.005500943396226416,93.162961,0.070044,-75.305292,68.439044,-1.4528301886792458e-06
8204.4,-0.013744786163522012,94.936798,0.086524,-75.396849,68.774752,3.5786163522012584e-06
8220.3,0.015433352201257862,93.89437,0.106056,-75.36633,69.964992,-5.559748427672956e-06
8236.2,-0.0008255471698113206,93.861014,0.076758,-75.152697,67.64555,2.421383647798742e-06
8252.1,0.0010116918238993714,94.838379,0.084693,-75.213735,69.842916,-1.1320754716981109e-07
8268.0,-0.0034402138364779873,93.731394,0.082556,-75.305292,72.040282,2.0377358490566037e-06
8283.9,0.0016257735849056604,90.785725,0.089576,-75.244254,70.422776,-1.0251572327044024e-06
8299.8,-0.003300547169811321,91.830884,0.078894,-75.091659,70.056549,2.4842767295597484e-06
8315.7,-0.0008978867924528299,94.569523,0.115517,-75.091659,67.584512,8.238993710691827e-07
8331.6,-0.01035959748427673,93.57551,0.218976,-75.152697,71.185751,5.276729559748428e-06
8347.5,0.0125357106918239,93.871401,0.377675,-74.755951,71.002637,-8.622641509433963e-06
8363.4,-0.001871672955974843,93.891073,0.08103,-74.359204,59.130759,3.169811320754717e-06
8379.3,0.0016394528301886789,94.722162,0.089576,-74.450761,68.347487,-7.484276729559752e-07
8395.2,0.00026044654088050315,93.82049,0.092322,-74.389723,69.018904,9.433962264150941e-07
8411.1,-0.001960867924528302,92.855856,0.077979,-74.389723,66.302716,1.79874213836478e-06
8427.0,-0.004870955974842767,93.739016,0.090491,-74.48128,65.631299,1.6855345911949686e-06
8442.9,0.006019635220125786,93.765691,0.097816,-74.359204,61.053453,-1.0628930817610062e-06
8458.8,-0.005326088050314466,93.855754,0.077368,-74.389723,73.230521,3.4276729559748422e-06
8474.7,0.007130584905660378,93.850785,0.092933,-74.420242,67.06569,-3.2893081761006292e-06
8490.6,-0.0017232830188679243,93.884208,0.080725,-74.359204,59.619062,7.861635220125787e-07
8506.5,-0.004080484276729559,93.881744,0.109108,-74.328685,68.225411,3.339622641509434e-06
8522.4,-0.003904666666666666,94.001434,0.08042,-74.450761,68.286449,7.295597484276728e-07
8538.3,0.008248415094339621,93.837494,0.073401,-74.359204,71.613016,-2.433962264150943e-06
8554.2,-0.0013330314465408806,93.961445,0.086829,-74.359204,75.061659,1.0943396226415095e-06
8570.1,-0.012097125786163522,93.810969,0.092017,-74.359204,71.765611,4.477987421383648e-06
8586.0,0.007711641509433961,93.865016,0.141458,-74.48128,71.765611,-2.157232704402516e-06
8601.9,-0.003241949685534592,92.687207,0.091712,-74.328685,71.338345,3e-06
8617.8,0.008614974842767296,92.845956,0.075537,-74.359204,69.293575,-3.60377358490566e-06
8633.7,0.00013576729559748406,93.101644,0.095069,-74.328685,70.880561,3.2704402515723254e-07
8649.6,-0.001281301886792453,93.840244,0.098731,-74.298166,68.652676,1.968553459119497e-06
8665.5,-0.0011023396226415097,93.941018,0.096595,-74.328685,69.476688,4.591194968553462e-07
8681.4,0.002904974842767296,93.98513,0.097206,-74.237128,69.018904,-1.5094339622641528e-07
8697.3,0.001578949685534591,93.965505,0.101173,-74.328685,73.657787,-6.792452830188679e-07
8713.2,-0.007556704402515723,94.001434,0.099342,-74.359204,71.460421,4.490566037735849e-06
8729.1,-0.0002645157232704395,92.874066,0.078284,-74.389723,70.727966,8.867924528301886e-07
8745.0,0.007555138364779875,92.845818,0.089271,-74.267647,67.676069,-3.3459119496855347e-06
8760.9,0.0014692452830188682,93.855917,0.123757,-74.359204,71.002637,1.6981132075471685e-07
8776.8,-0.0033909874213836483,94.073906,0.102394,-74.237128,68.011778,2.4025157232704405e-06
8792.7,-0.008244345911949686,93.864789,0.127724,-74.267647,67.248804,2.1823899371069183e-06
8808.6,-0.003744446540880503,93.846362,0.099342,-74.298166,67.340361,1.2955974842767294e-06
8824.5,0.01206811320754717,94.835014,0.108498,-74.267647,70.850042,-4.150943396226415e-06
8840.4,0.0007448616352201258,95.08247,0.08805,-74.206609,72.253914,1.4591194968553463e-06
8856.3,-0.0031060314465408806,93.709283,0.069128,-74.237128,74.45128,2.062893081761006e-06
8872.2,-2.512578616352174e-05,93.845886,0.074011,-74.115052,68.378006,1.6918238993710695e-06
8888.1,0.0036817610062893085,93.970922,0.092017,-74.206609,72.345471,-1.2578616352201258e-06
8904.0,0.0004524591194968559,93.83418,0.077063,-74.115052,59.954771,-1.9496855345911946e-07
8919.9,0.0004019559748427672,91.87336,0.070959,-74.17609,69.842916,-2.075471698113206e-07
8935.8,-0.0002501509433962263,92.844566,0.097511,-74.206609,70.666928,2.515723270440249e-07
8951.7,-0.007510572327044025,92.854509,0.077673,-74.17609,69.171499,4.647798742138365e-06
8967.6,0.006949817610062893,93.076299,0.084082,-74.17609,69.202018,-2.905660377358491e-06
8983.5,0.0008258993710691822,94.001434,0.121621,-74.206609,71.643535,7.547169811320775e-08
8999.4,-0.0023865974842767292,94.001434,0.099952,-74.298166,60.107365,-1.3207547169811326e-07
9015.3,0.0006843710691823902,93.84565,0.103309,-74.237128,67.431918,1.257861635220126e-06
9031.2,0.0013059182389937108,93.882297,0.074316,-74.145571,66.943614,9.559748427672954e-07
9047.1,0.0013688679245283022,94.081671,0.070959,-74.17609,71.704573,5.031446540880456e-08
9063.0,-0.0016591132075471698,93.873568,0.089881,-74.145571,67.279323,1.3584905660377358e-06
9078.9,-0.0025312515723270443,93.866629,0.092628,-74.206609,71.307826,2.1069182389937107e-06
9094.8,0.004275937106918239,94.001434,0.078284,-74.054015,71.79613,-1.150943396226415e-06
9110.7,-0.018165496855345912,93.885424,0.107582,-74.267647,67.218285,4.339622641509434e-06
9126.6,0.00250040251572327,93.960606,0.095069,-74.206609,58.825569,3.710691823899373e-07
9142.5,0.013532559748427672,92.901137,0.081336,-74.145571,59.6801,-4.289308176100629e-06
9158.4,0.001502295597484277,92.877541,0.107887,-74.023496,63.098224,7.169811320754715e-07
9174.3,0.0009112515723270441,94.894824,0.109718,-74.054015,60.25996,5.157232704402516e-07
9190.2,-0.004751276729559748,93.859638,0.082251,-74.115052,67.981259,2.654088050314466e-06
9206.1,0.003292748427672956,93.865891,0.106666,-74.054015,73.200002,-1.5283018867924528e-06
9222.0,-0.005323572327044025,94.001434,0.097816,-74.084534,75.244773,3.1509433962264145e-06
9237.9,0.001618276729559748,92.886922,0.084998,-74.084534,75.092178,1.0062893081761005e-06
